ID,Award Name,Organization,Purpose,Level of Study,Award Type,Award Amount,Deadline
9996555,Karen Panaccione and Kristine Johnson Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support students pursuing degrees in nursing.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9997288,Karl Mehlmann Scholarship,Colorado Hotel and Lodging Association,To support students pursuing degrees in the hospitality and tourism industry.,Bachelor's Degree,Scholarship,"$16,000 ",April
9998011,Kathern F. Gruber Scholarships,Blinded Veterans Association,"To support and assist spouses, children, and grandchildren of blind and low vision veterans.","Bachelor's Degree
Graduate Degree
Vocational",Scholarship,"$2,000 ",April
9994687,Kathleen and Nicholas Fisfis Graduate Scholarship,Hellenic University Club of Philadelphia,To support graduate and postgraduate students of Greek descent pursuing degrees in STEM fields or medicine.,"Graduate Degree
Professional Development",Scholarship,"$10,000 ",April
9989783,Katie MacDonald Memorial Scholarships,United Parent Support for Down Syndrome,To provide financial assistance to individuals with Down syndrome who are pursuing their education.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,"$1,500 ",April
9998583,KBR Honorary Scholarship,Army Scholarship Foundation,To recognize undergraduate studies at accredited educational/technical institutions.,"Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,"$500
$2,000",April
9995162,KCAS Founders’ Scholarship,Greater Kansas City Community Foundation,"To provide financial support to current KCAS employees, their children, grandchildren, and eligible dependents who wish to continue their education.","Associate Degree
Bachelor's Degree",Scholarship,"$1,000 ",April
9995161,KCI Rotary Scholarship,Greater Kansas City Community Foundation,To provide academic scholarships to graduating seniors of high schools located in Platte County.,"Bachelor's Degree
Vocational",Scholarship,"$1,000 ",April
9995120,Kelly Williams Memorial Scholarship,Greater Kansas City Community Foundation,"To provide scholarships to the children, nieces, nephews, and grandchildren of Altec Industries employees who are pursuing degrees in engineering.","Associate Degree
Bachelor's Degree",Scholarship,"$5,000 ",April
9996606,Kenneth B. and Adeline J. Graves Scholarship Fund,Community Foundation of Western Massachusetts,"To provide educational scholarships to Granby, MA, residents pursuing postsecondary education.","Bachelor's Degree
Graduate Degree
Vocational",Scholarship,"$3,000 ",April
9996543,Kenneth C. Robinson/Springfield Accountants Scholarship Fund,Community Foundation of Western Massachusetts,To support students pursuing undergraduate degrees in accounting and finance.,Bachelor's Degree,Scholarship,N/A,April
9990230,Kenneth E. Grant Research Scholarship,Soil and Water Conservation Society,"To provides financial aid to SWCS members for interdisciplinary graduate-level research on a conservation topic that will extend the SWCS mission of fostering the science and the art of soil, water, and related natural resource management research.",Graduate Degree,Scholarship,$500 ,April
9998158,Kent S. Butler Memorial Groundwater Stewardship Scholarship Essay,Barton Springs/Edwards Aquifer Conservation District,"To award high school juniors, seniors, and immediate graduates for best essay.",Bachelor's Degree,"Prize
Scholarship","$2,500 ",April
9993840,Keren Goldenberg Public Defender Scholarship,Law Office of Keren Goldenberg,To provide an opportunity for a student to go to college.,"Bachelor's Degree
High School",Scholarship,"$1,000 ",April
9994454,Ketchum Don Bartholomew Award For Excellence in Public Relations,Institute for Public Relations,"To foster the development of new public relations research methods, especially measuring the effectiveness of public relations solutions.",Graduate Degree,Fellowship,"$2,500
$7,500",April
9996641,Kevin Bresnahan Memorial Scholarship Fund,Community Foundation of Western Massachusetts,"To provide college scholarships to Holyoke High School graduates, especially those pursuing jazz and blues music.","Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9996529,Kevin J. Sullivan Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support Westfield High School or Westfield Technical Academy graduates who plan to pursue college degrees.,"Bachelor's Degree
Vocational",Scholarship,N/A,April
9995157,Kevin Lang Scholarship,Greater Kansas City Community Foundation,To provide a scholarship to a graduating senior at Blue Valley Northwest High School who played football at Blue Valley Northwest and who plans to pursue postsecondary education.,"Associate Degree
Bachelor's Degree",Scholarship,"$1,000 ",April
9996594,Kimber Richter Family Scholarship Fund,Community Foundation of Western Massachusetts,"To provide college scholarships to residents of the Baha'i faith graduating from a high school in Hampden, Hampshire, Franklin, or Berkshire Counties.",Bachelor's Degree,Scholarship,N/A,April
9995759,Kimberly Marie Rogers Memorial Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,High School,Scholarship,N/A,April
9993916,Kip Dental and Orthodontics Scholarship,Kip Dental and Orthodontics,To provide educational opportunities to students in the sponsor's community.,"Bachelor's Degree
High School",Scholarship,"$2,000 ",April
9999784,Kiwanis Club of Albuquerque Scholarship,Albuquerque Community Foundation,"To providing assistance to graduating students with strong community service experience and strong academic records from an Albuquerque metro area high school, (includes Bernalillo, Sandoval Valencia and Torrance Counties) who are planning a career in child development and/or teaching.","Associate Degree
Bachelor's Degree
Graduate Degree
High School",Scholarship,"$1,000 ",April
9993952,KON National Alumni Chapter Grant,Kappa Omicron Nu,To support the research agenda of Kappa Omicron Nu in the field of human sciences or in other related specializations.,Professional Development,Grant,"$2,000 ",April
9993951,KON New Initiatives Grant,Kappa Omicron Nu,To support the research agenda of Kappa Omicron Nu in the field of human sciences or in other related specializations.,Professional Development,Grant,"$3,000 ",April
9998620,Koren and Alice Odian Kasparian Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9995144,Kris Paper Legacy Scholarship for Women in Technology,Greater Kansas City Community Foundation,To support female students in the Kansas City area pursuing degrees in technology.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,N/A,April
9993351,Kristin Bjurstrom Krueger Student Scholarship Program,Meeting Professionals International - Wisconsin Chapter,To encourage and support individuals pursuing careers in the meetings industry.,Bachelor's Degree,Scholarship,$500 ,April
9996631,Krystal Correia Scholarship Fund,Community Foundation of Western Massachusetts,"To support Ludlow High School graduates, especially those pursuing degrees in fine arts and media related degrees.","Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9998118,Kyle R. Blanco Memorial Scholarship,Beta Theta Pi,To financially assist Betas in pursuing undergraduate and graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,$275 ,April
9994158,Kyutaro and Yasuo Abiko Memorial Scholarship,Japanese American Citizens League,To provide financial assistance to qualified individuals.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9989094,"L. Gordon, Jr. and June D. Pfefferkorn Scholarship",Winston-Salem Foundation,To recognize graduating high school seniors who attend a Forsyth County high school.,"Graduate Degree
High School",Scholarship,N/A,April
9992559,Labor Law Scholarship,New Jersey State Bar Foundation,To student planning to enter the field of labor law or who has already shown academic achievement in the area of labor law.,N/A,Scholarship,"$1,000 ",April
9996656,Lana Vento Scholarship,Community Foundation of the Virgin Islands,"To provide scholarships to undergraduate and graduate students, especially first generation scholars and/or those pursuing marine or environmental sciences.","Bachelor's Degree
Graduate Degree",Scholarship,"$5,000 ",April
9999001,Lanford Family Highway Worker Memorial Scholarship Program,American Road & Transportation Builders Association,To provides financial assistance to help the children of highway workers killed or permanently disabled on the job.,"Associate Degree
Bachelor's Degree
High School",Scholarship,"$10,000 ",April
9999812,Language Teacher Bursary Program,"Alberta Learning Information Service
Alberta Scholarship Program",To assist certified Alberta teachers to take a summer post-secondary program in a language other than English or language pedagogy course at an institution outside of Canada.,N/A,Prize,N/A,April
9998611,Larry A. Peters Endowment Fund Scholarship,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9996589,Latino Breakfast Club Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships to Latino graduating seniors from Hampden County high schools.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9996588,Latino Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Latino students from Holyoke.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9993812,Laurel Hester Memorial Scholarship,LEAGUE Foundation,To assist LGBTQ students in reaching their educational and career goals.,"Bachelor's Degree
High School",Scholarship,"$2,000 ",April
9993820,Law Society Scholarship,Law Society of British Columbia,"To encourage and financially assists a law graduate to complete a full-time program of graduate legal studies that will benefit the student, the province and the legal profession in BC.","Bachelor's Degree
Graduate Degree",Scholarship,"$12,000 ",April
9999712,Lawrence A. Long Memorial Law Scholarship,Alpha Tau Omega,To provide educational programs and scholarships of the highest standards.,N/A,Scholarship,N/A,April
9991161,Lawrence G. Foster Award for Excellence in Public Relations,Public Relations Student Society of America,To recognize an undergraduate student who demonstrates an understanding and commitment to achieving excellence as a future public relations professional.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,500 ",April
9996670,Lawyers’ Scholarship,Community Foundation of the Virgin Islands,To support VI students pursuing law degrees in the United States.,N/A,Scholarship,"$5,000 ",April
9993811,LEAGUE Foundation Scholarships,LEAGUE Foundation,To provide financial assistance for LGBTQ+ high school seniors intending to pursue postsecondary education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$1,500
$2,500",April
9995069,Lebbeus F. Bissell Scholarship Fund,Hartford Foundation for Public Giving,To help award hundreds of scholarships each year to local students seeking post-secondary higher education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$3,000 ",April
9998253,Lee Kimche McGrath Worldwide Fellowship,Association of Science-Technology Centers,To foster greater understanding among international colleagues and encourage global participation in ASTC.,N/A,Fellowship,N/A,April
9996630,Lee S. Crabtree Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Springfield graduates majoring in music.,Bachelor's Degree,Scholarship,"$3,000 ",April
9990195,Leighton M. Ballew Directing Scholarship,Southeastern Theatre Conference Inc.,To recognize an student to study directing at a regionally accredited graduate school.,Graduate Degree,Scholarship,"$2,500 ",April
9996521,Lena A. Tucker Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to graduates of the High School of Commerce and Putnam Vocational Technical Academy in Springfield.,"Bachelor's Degree
Vocational",Scholarship,N/A,April
9989285,Leo Bourassa Scholarship,Virginia Lakes and Watershed Association,To support and acknowledge students for academic and personal accomplishments in the field of water resources.,"Bachelor's Degree
Graduate Degree",Scholarship,"$500
$3,000",April
9990112,Lester and Eleanor Webster Foundation Fund,Stark Community Foundation,To assist students residing in Stark County who are pursuing a degree at an accredited school in Ohio and who have attained at least sophomore status in college.,"Bachelor's Degree
High School",Scholarship,$500 ,April
9991010,Letitia B. Carter Scholarship,Restaurant Association of Maryland Education Foundation,To recognize pursuing hospitality related coursework.,"Bachelor's Degree
High School
Professional Development",Scholarship,$500 ,April
9996669,Librarian Legacy Scholarship,Community Foundation of the Virgin Islands,To support a USVI students pursuing a graduate degree in library and information studies.,Graduate Degree,Scholarship,"$5,000 ",April
9998577,Lieutenant Colonel Henry Bessemer Richmond III Memorial Scholarship,Army Scholarship Foundation,To recognize undergraduate studies at accredited educational/technical institutions.,"Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,"$500
$2,000",April
9998590,Lieutenant General Jack Costello Memorial Scholarship,Army Scholarship Foundation,To financially assist deserving children and spouses of current or former United States Army personnel in their pursuit of higher education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$500
$2,000",April
9998585,Lieutenant J. Allan Green Memorial Scholarship,Army Scholarship Foundation,To recognize undergraduate studies at accredited educational/technical institutions.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$500
$2,000",April
9998591,Lieutenant Keirn C. Brown Memorial Scholarship,Army Scholarship Foundation,To recognize undergraduate studies at accredited educational/technical institutions.,"Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,"$500
$2,000",April
9990111,Lillian Grace Mahan Scholarship Fund,Stark Community Foundation,To recognize outstanding academic performance record and/or who are in need of financial assistance to pursue a degree in library science to become a librarian.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9996632,Lilliana Marie Cordes Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Hampshire County residents pursuing degrees in music.,Bachelor's Degree,Scholarship,"$3,000 ",April
9996263,Lilly Diabetes Tomorrow’s Leaders Scholarships,Diabetes Scholars Foundation,"To financially support incoming college students with Type 1 diabetes who are seeking a higher education at an accredited four year university, college, technical or trade school.",Bachelor's Degree,Scholarship,"$5,000 ",April
9990994,Lily and Catello Sorrentino Memorial Scholarship,Rhode Island Foundation,"To recognize students from middle school to post-graduate level, from communities throughout the state, and in many different fields of study.","Associate Degree
Bachelor's Degree",Scholarship,"$500
$1,000",April
9993737,Lime Connect Pathways Scholarship for High School Seniors with,Lime Connect,To designed for current high school seniors with disabilities.,"Bachelor's Degree
High School",Scholarship,"$1,000 ",April
9994321,Lincoln C. Bailey Memorial Scholarship,International Safety Equipment Association,To recognize and assists children or dependents of ISEA members.,Bachelor's Degree,Scholarship,"$2,500 ",April
9999404,Linda Cullen Memorial Scholarship,American Culinary Federation,To support financial assistance to those studying culinary arts.,Bachelor's Degree,Scholarship,"$2,500 ",April
9995766,Lindsay M. Entz Memorial Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9998632,Lionel Galstaun Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree","Grant
Scholarship",N/A,April
9996678,Lisa Etre Fine Art/Studio Art Scholarship,Community Foundation of the Virgin Islands,"To support a student from St. John pursuing an undergraduate degree in studio arts, fine arts, or art education.",Bachelor's Degree,Scholarship,"$5,000 ",April
2015216,Lisa Higgins Hussman Scholarship,Organization for Autism Research,"This scholarship supports autistic students attending two-year undergraduate colleges, life skills or postsecondary programs, or vocational, technical, or trade schools. Hussman applicants typically make up the pool of talented students who face daily challenges related to autism and attend programs that assist in skill-building, job-readiness, and other transition-related skills.","Associate Degree
Bachelor's Degree
Professional Development
Vocational","Grant
Scholarship","$3,000 ",April
9996585,Little Red Schoolhouse Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships to Franklin and Hampshire County residents pursing careers in education.,"Bachelor's Degree
Graduate Degree",Scholarship,"$3,000 ",April
2015319,Living with a Sense of Purpose Scholarship,"The New York Injury & Malpractice Law Firm, P.C.","This scholarship was created to educate and provide resources to those suffering from suicidal ideation and depression, and their families.","Associate Degree
Bachelor's Degree
Graduate Degree
High School",Scholarship,"$2,000 ",April
9993851,LLNCCC Scholarships,Latina Leadership Network,To support Latino/Latina students who are currently attending California Community Colleges.,"Associate Degree
Bachelor's Degree",Scholarship,$500 ,April
9989113,Lloyd E. and Rachel S. Collins Scholarship,Winston-Salem Foundation,"To provide scholarships to graduating high school seniors from north, south, and west stokes high schools in Stokes County, NC.","Bachelor's Degree
Graduate Degree
High School",Scholarship,N/A,April
9995201,Loarn Bucl Memorial Scholarship,Greater Kansas City Community Foundation,To support students pursuing degrees in agricultural fields.,"Bachelor's Degree
Vocational",Scholarship,"$1,000 ",April
9996601,Loren and Norma Hill Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships to local minority students pursuing postsecondary education.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9999219,Loren Frankel Memorial Scholarship,American Men's Studies Association,To support students engaged in the critical study of men and masculinities.,"Bachelor's Degree
Graduate Degree",Scholarship,$500 ,April
9993723,Los Abogados LSAT Pipeline Fellowship,Los Abogados Hispanic Bar Association,To provide fellowships to students in Arizona law schools with a demonstrated commitment to the Hispanic community.,Graduate Degree,Fellowship,N/A,April
9996560,Louis F. Oldershaw and Virginia W. Oldershaw Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships for Western Massachusetts students pursuing two- and four-year college degrees.,"Associate Degree
Bachelor's Degree",Scholarship,"$3,000 ",April
9996623,Louis W. and Mary S. Doherty Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to residents of Hampden County.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9992629,Louise A. Nixon Scholarship,Nebraska Library Association,To support students who pursue graduate level library education.,Graduate Degree,Scholarship,N/A,April
9992585,Louise Tillotson Teaching Fellowship,New Hampshire Charitable Foundation,"To provide a raise public awareness about the value of excellence in education and to retain good teachers in New Hampshire’s North Country and in Essex County, VT.",Professional Development,Fellowship,N/A,April
9992584,Louise Tillotson Teaching Professional Development Scholarship,New Hampshire Charitable Foundation,To assists educators in meeting their continuing education and professional development goals.,Professional Development,Scholarship,N/A,April
9996821,Lowell Phillips Scholarship,Community Foundation of Prince Edward Island,To provide financial assistance to qualified individuals who want to pursue their education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,N/A,April
9999909,Lt Col Romeo and Josephine Bass Ferretti Scholarship,Air Force Association,"To help minor dependents of active duty or retired Air Force, Air Force Reserve, Air National Guard, and Space Force enlisted Airmen and Guardians pursue undergraduate degrees.",Bachelor's Degree,Scholarship,"$5,000 ",April
9990104,Lt. Colonel Robert G. Moreland Vocational/Technical Fund,Stark Community Foundation,To assists students pursuing vocational or technical education or training in a school or college within the State of Ohio with training or education.,"Bachelor's Degree
Vocational",Scholarship,N/A,April
9996527,Lucius H. and Dorothy J. Tarbell Scholarship Fund,Community Foundation of Western Massachusetts,To provide support to students attending Western New England University.,Bachelor's Degree,Scholarship,N/A,April
9996646,Luther A. and Evelyn L. Belden Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support local students pursuing postsecondary education.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9999474,Lyn Edinger U.S. Studies Scholarship,American Chamber of Commerce in Hong Kong,To provide scholarship to Hong Kong students to pursue studies at a US university.,Bachelor's Degree,Scholarship,N/A,April
9999199,M. Elizabeth C. Bartlet Fund,American Musicological Society,To support research travel to France.,Graduate Degree,Grant,"$500
$5,000",April
9998082,M. Steve Moore Memorial Scholarship,Beta Theta Pi,To financially assist Betas in completing their college degrees.,"Bachelor's Degree
Graduate Degree",Prize,"$1,275 ",April
9997237,M. William and Frances J. Tilghman Scholarship,"Community Foundation of the Eastern Shore, Inc.",To assist the graduates of Wicomico High School or Somerset County Public High School in their pursuance of higher education.,"Associate Degree
Bachelor's Degree",Scholarship,"$1,000 ",April
9990231,M.H. Cohee Student Leader Conservation Scholarship,Soil and Water Conservation Society,"To honor student members who succeed as leaders in their studies, volunteerism, and work. Nominations for this scholarship come from all over the world to compete against other student Society members who have interest in conservation or other resource-related fields.","Bachelor's Degree
Graduate Degree",Scholarship,$500 ,April
9996583,MacGeachey Minarik Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Monson residents.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9996582,MacIntyre Family Scholarship Fund,Community Foundation of Western Massachusetts,To provide support to Western Massachusetts students pursuing postsecondary education.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9993434,MACPA Scholarships,Maryland Association of Certified Public Accountants,To provide scholarship money to accounting majors at Maryland colleges and universities.,N/A,Scholarship,N/A,April
9993634,Maine Community College Scholarships (MCCS),Maine State Employees Association,To provide assistance to Maine students who lack financial aid for education.,Bachelor's Degree,Scholarship,$750 ,April
9998615,Manasel Manasselian Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9993839,Manning & Zimmerman Distracted Driving Scholarship,Law Office of Manning & Zimmerman PLLC,To administer financial aid to New Hampshire students and to direct attention to the dangers of distracted driving.,High School,Scholarship,"$1,000 ",April
9990110,Manzer-Keener-Wefler Scholarship Fund,Stark Community Foundation,"To assists applicants with a field of study in or related to photography, visual arts (including graphic design).","Associate Degree
Bachelor's Degree",Scholarship,N/A,April
9999586,Marcia J. Koslov Scholarship,American Association of Law Libraries,"To provide funding for members to attend live seminars and conferences presented by the Institute for Court Management, the Center for Legal and Court Technology, the Equal Justice Conference, or other programs that provide continuing education for state, court, or county law librarians.",Professional Development,Scholarship,N/A,April
9991009,Marcia S. Harris Legacy Fund Scholarship,Restaurant Association of Maryland Education Foundation,To provide foodservice industry that stood out even in the largest crowds.,"Bachelor's Degree
High School",Scholarship,$500 ,April
9996562,Margaret E. O’Donnell and Agnes K. O’Donnell Scholarship,Community Foundation of Western Massachusetts,"To provide college scholarships to students from Northampton High School, Smith Vocational High School, Elm College, and Fitchburg State University.","Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9995765,Margaret E. Waldron Memorial Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,"$3,000
$4,000
$14,000",April
9996599,Margaret J. Hyland Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships to Holyoke residents attending the University of Massachusetts.,"Bachelor's Degree
Graduate Degree",Scholarship,"$3,000 ",April
9991991,Margaret Lynch Memorial Fellowship,Ontario English Catholic Teachers Association,To support members seeking full-time study in religious education.,N/A,Fellowship,N/A,April
9990722,Margaret Mallett Nursing Scholarship,Shoreline Community College Foundation,To provide financial support to students pursuing nursing education.,Bachelor's Degree,Scholarship,"$1,000 ",April
9998017,Margaret Pemberton Scholarships,Black Nurses Association of Greater Washington D.C. Area,To provide a graduating seniors of high schools located in the District of Columbia and adjacent counties of the state of Maryland (see counties listed above).,"Graduate Degree
High School",Scholarship,"$2,000 ",April
9998626,Margaret Shumavonian Harnischfeger Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree","Grant
Scholarship",N/A,April
9990716,Margaret Svec Scholarship for Women,Shoreline Community College Foundation,To provide financial support to female students at SCC.,Bachelor's Degree,Scholarship,"$1,000 ",April
9998644,Marguerite Chapootian Atamian Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9999085,Marguerite Ross Barnett Fund,American Political Science Association,"To acknowledges the breadth of Barnett's scholarly and personal commitments and supports a biennial grant for research on issues of diversity, cultural nationalism, African American voting behavior, education policy, or urban and minority policy and polit",Professional Development,Grant,"$500
$2,500",April
9995068,Maria Gonzalez Borrero Scholarship Fund,Hartford Foundation for Public Giving,To help award hundreds of scholarships each year to local students seeking post-secondary higher education.,"Associate Degree
Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,"$3,000 ",April
9990194,Marian A. Smith Costume Scholarship Award,Southeastern Theatre Conference Inc.,To recognize a student pursuing a graduate degree in costume design and/or technology at a regionally accredited program.,Graduate Degree,Scholarship,"$1,500 ",April
9993618,Maricopa County Community College District Scholarships (MCCCD),Maricopa County Community College District,To provide financial assistance to qualified individuals who want to pursue their career.,N/A,Scholarship,N/A,April
9995151,Marilyn McGuyre Scholarship,Greater Kansas City Community Foundation,To provide financial support to students enrolled at the UMKC School of Medicine BA/MD Program.,"Bachelor's Degree
Graduate Degree",Scholarship,"$4,000 ",April
9990981,Marilynne Graboys Wool Scholarship,Rhode Island Foundation,"To recognize students from middle school to post-graduate level, from communities throughout the state, and in many different fields of study.","Graduate Degree
Professional Development",Scholarship,"$1,000
$2,000",April
9995773,Marion Jones Donaldson Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9993954,Marjorie M. Brown Dissertation Fellowship,Kappa Omicron Nu,"To support research to continue Brown's philosophical work using critical social theory, demonstrating understanding of the history of family and consumer sciences/human sciences, Brown's Philosophical Studies and other recent pieces of work and of their ongoing significance for the profession.",Graduate Degree,Fellowship,"$10,000 ",April
9993948,Marjorie M. Brown Fellowship Program,Kappa Omicron Nu Honor Society,"To support research projects to continue Brown's Philosophical work using critical social theory, demonstrating understanding of Brown's Philosophical Studies and other recent pieces of work and their ongoing significance for the human sciences profession.","Bachelor's Degree
Graduate Degree",Fellowship,"$10,000 ",April
9996592,Mark Kosarick Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Amherst Regional High School graduating seniors.,"Associate Degree
Bachelor's Degree",Scholarship,"$3,000 ",April
9990109,Markley Family Scholarship Fund,Stark Community Foundation,"To assist full-time undergraduate students of Walsh University in North Canton, Ohio.",Bachelor's Degree,Scholarship,N/A,April
9996596,Markus Johnson Memorial Scholarship Fund,Community Foundation of Western Massachusetts,"To provide college scholarships to Springfield, MA, graduates.","Associate Degree
Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9998631,Maro Ajemian Galstaun Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree","Grant
Scholarship",N/A,April
9989803,Martha and Robert Atherton Ministerial Scholarship,Unitarian Universalist Association,To provide financial assistance to promising ministerial students in their 2nd or 3rd year of seminary who have already proven their capabilities.,Graduate Degree,Scholarship,N/A,April
9999854,Martha Julian Memorial Scholarship,Alamogordo Music Theatre,To support to a student pursuing a degree in the fine arts every fall.,"Associate Degree
Graduate Degree",Scholarship,N/A,April
9990650,Martha Meade Memorial Scholarship,Silicon Valley Community Foundation,"To support graduating seniors from Westmoor High School in Daly City, California, who plan to pursue postsecondary education.","Associate Degree
Bachelor's Degree
High School",Scholarship,"$5,000 ",April
9996902,Marvin C. Schuette Memorial Scholarship,Community Foundation of North Central Wisconsin,To assist the children of Wausau Homes employees who are pursuing postsecondary education.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,N/A,April
9990035,Marvin H. and Kathleen G. Teget Leadership in Specialty Medicine,Student Osteopathic Medical Association,To assist students pursuing careers in specialty medicine.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,000 ",April
9996577,Mary Alby Markel Memorial Scholarship,Community Foundation of Western Massachusetts,To provide college scholarships to Springfield Central High School graduating seniors.,Bachelor's Degree,Scholarship,"$3,000 ",April
9991996,Mary C. Babcock Fellowship,Ontario English Catholic Teachers Association,To support members seeking full-time study in labor studies.,N/A,Fellowship,N/A,April
9989128,Mary Stuart Rogers Scholarship,Willamette University,To provide financial support to individuals who wish to pursue their studies.,Bachelor's Degree,Scholarship,"$5,000 ",April
9996514,Mary Volanakis Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support local Greek Orthodox students pursuing postsecondary degrees.,Bachelor's Degree,Scholarship,N/A,April
9997246,"Maryland Building Industry Association, Eastern Shore Chapter","Community Foundation of the Eastern Shore, Inc.","To encourage and support Eastern Shore students who are pursuing careers in architecture, engineering, or a construction related study.","Bachelor's Degree
High School",Scholarship,$500 ,April
9990371,Masonic-Range Science Scholarship,Society for Range Management,"To provide financial assistance and recognition to a high school senior, college freshman or college sophomore planning to major in/presently majoring in range science and/or closely related field.","Bachelor's Degree
High School",Scholarship,N/A,April
2015533,Matt Heuertz Scholarship,Chemical Coaters Association International Finishing Education Foundation (CCAI FEF),Program provides funding for students with academic pursuits that could lead to a career in industrial finishing.,"Associate Degree
Bachelor's Degree",Scholarship,"$1,000
$5,000",April
9989203,Matt Stager Memorial Scholarship,Water and Sewer Distributors of America,To provide assistance to children or grandchildren of employees.,"Bachelor's Degree
High School",Scholarship,"$1,000 ",April
9993810,Matthew Shepard Memorial Scholarship,LEAGUE Foundation,To support LGBTQ+ graduating seniors planning to pursue postsecondary education.,"Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,N/A,April
9989454,McBurney Center General Scholarships,University of Wisconsin-Madison,To support UW-Madison disabled students in their education.,"Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9990512,Medtronic Foundation Scholarship,Society of Hispanic Professional Engineers,To support students pursuing undergraduate engineering degrees.,"Associate Degree
Bachelor's Degree
Graduate Degree
High School",Scholarship,"$25,000 ",April
9998650,Melkon and Negdar Aijian Memorial Grant,Armenian Students' Association of America,To recognize college and graduate students.,"Associate Degree
Bachelor's Degree
Graduate Degree",Scholarship,N/A,April
9992984,Memorial Fund Scholarship,National Costumers Association,To promote the costume industry through education.,Bachelor's Degree,Scholarship,N/A,April
